production_volume,production_cost,supplier_quality,delivery_delay,defect_rate,quality_score,maintenance_hours,downtime_percentage,downtime_pct_corrected,inventory_turnover,stockout_rate,worker_productivity,safety_incidents,energy_consumption,energy_efficiency,additive_process_time,additive_material_cost,defect_status,high_defect_flag,low_quality_flag,downtime_category,production_volume_category,energy_efficiency_category,stockout_category
820,"$5,476.16",99.23%,3,2.69,93.04%,2,238.18%,2.382%,5.45,6.62%,88.467%,7,4530.749,0.3024,6.56,$398.06,1,0,0,Medium,Low,Medium,High
915,"$18,194.02",96.82%,3,3.26,76.53%,1,238.33%,2.383%,6.03,7.14%,91.510%,7,4453.412,0.2506,3.64,$433.93,1,1,1,Medium,High,Medium,High
786,"$11,631.61",89.47%,5,2.93,61.64%,19,238.80%,2.388%,7.12,2.10%,82.326%,4,1018.454,0.2861,5.29,$409.71,1,0,1,Medium,High,Medium,Low
180,"$19,761.65",90.30%,1,0.54,60.63%,7,239.36%,2.394%,4.89,7.30%,96.550%,9,2973.161,0.3124,8.78,$185.57,1,0,1,Medium,High,Medium,High
646,"$5,684.73",89.17%,2,0.76,78.36%,17,239.71%,2.397%,6.60,2.00%,81.748%,7,4845.744,0.4388,6.74,$328.35,1,0,1,Medium,Low,High,Low
439,"$8,699.88",90.93%,4,1.20,63.84%,3,239.73%,2.397%,3.59,6.48%,85.389%,8,4130.028,0.2282,4.80,$186.21,1,0,1,Medium,Medium,Low,High
663,"$12,335.73",92.76%,3,1.60,86.89%,22,239.74%,2.397%,3.48,5.55%,86.805%,9,2256.149,0.2122,5.60,$133.38,0,0,0,Medium,Medium,Low,Medium
246,"$8,687.71",88.77%,3,3.21,83.64%,19,239.80%,2.398%,8.99,7.57%,96.506%,9,4510.751,0.2965,8.38,$248.62,1,1,0,Medium,Medium,Medium,High
927,"$14,739.83",85.56%,2,3.90,69.45%,22,239.96%,2.400%,7.83,7.85%,94.997%,1,4911.476,0.2163,2.15,$307.37,1,1,1,Medium,Low,Low,High
139,"$14,926.67",87.13%,3,4.94,70.67%,19,240.14%,2.401%,5.22,8.16%,84.676%,7,2975.279,0.2822,3.89,$279.50,1,1,1,Medium,High,Medium,High
479,"$11,449.36",86.91%,5,2.45,64.38%,7,240.29%,2.403%,8.68,5.87%,87.972%,8,1674.071,0.3434,5.46,$113.55,1,0,1,Medium,Low,Medium,Medium
345,"$10,757.58",82.57%,2,1.66,80.39%,0,240.59%,2.406%,2.88,3.32%,86.909%,8,1061.169,0.3930,6.20,$169.25,0,0,0,Medium,Medium,High,Medium
380,"$15,940.17",81.01%,1,1.18,77.73%,7,240.63%,2.406%,8.95,1.95%,96.345%,9,1879.012,0.3732,8.10,$192.38,0,0,1,Medium,Low,High,Low
847,"$10,608.82",90.02%,0,1.98,65.10%,0,240.72%,2.407%,5.60,0.40%,87.234%,8,1933.206,0.2030,2.59,$188.19,1,0,1,Medium,Low,Low,Low
488,"$12,064.40",88.72%,1,2.91,93.38%,6,240.75%,2.408%,6.03,5.57%,87.372%,7,1461.731,0.2849,1.32,$257.82,0,0,0,Medium,High,Medium,Medium
551,"$8,433.13",92.68%,5,3.47,63.06%,9,241.38%,2.414%,7.01,4.07%,97.915%,4,2350.265,0.4807,1.93,$253.91,1,1,1,Medium,Medium,High,Medium
596,"$16,531.21",82.52%,4,1.46,98.68%,4,241.45%,2.414%,2.78,5.98%,96.943%,0,4150.093,0.4287,3.05,$315.30,0,0,0,Medium,Medium,High,Medium
236,"$10,543.61",82.89%,2,1.94,81.42%,3,241.65%,2.417%,4.55,7.58%,90.385%,7,4654.904,0.3122,3.79,$177.54,0,0,0,Medium,Medium,Medium,High
201,"$6,454.49",93.86%,2,1.37,67.48%,18,241.90%,2.419%,3.67,9.93%,80.226%,8,3651.296,0.4554,7.01,$154.28,1,0,1,Medium,Low,High,High
879,"$5,929.20",98.06%,0,0.85,62.82%,19,242.03%,2.420%,2.76,3.02%,92.318%,6,1938.469,0.4953,6.52,$201.95,0,0,1,Medium,Low,High,Medium
383,"$19,509.07",82.54%,0,4.99,86.68%,0,242.03%,2.420%,7.45,8.49%,83.374%,5,2965.797,0.3755,3.38,$185.98,1,1,0,Medium,High,High,High
205,"$9,668.26",86.99%,4,0.72,65.83%,0,242.06%,2.421%,2.92,9.24%,87.228%,2,3617.357,0.2662,8.99,$237.10,1,0,1,Medium,Low,Medium,High
728,"$19,596.15",99.50%,4,2.45,71.42%,18,242.42%,2.424%,6.88,0.22%,80.833%,1,4928.783,0.1789,4.31,$227.95,1,0,1,Medium,Low,Low,Low
609,"$6,208.71",81.27%,4,0.91,61.82%,6,242.51%,2.425%,7.99,9.46%,90.578%,1,1550.426,0.4153,2.24,$260.04,1,0,1,Medium,High,High,High
568,"$12,450.43",88.22%,3,1.73,89.94%,2,242.81%,2.428%,5.83,5.53%,86.363%,4,1169.740,0.1948,5.48,$232.10,0,0,0,Medium,Medium,Low,Medium
112,"$8,216.10",93.47%,3,3.72,63.35%,12,242.95%,2.429%,6.51,3.02%,92.501%,3,2775.698,0.4906,6.39,$300.90,1,1,1,Medium,Medium,High,Medium
350,"$7,418.28",92.96%,3,4.80,62.42%,11,243.14%,2.431%,2.26,4.82%,94.832%,9,1245.758,0.1464,1.51,$451.90,1,1,1,Medium,Low,Low,Medium
303,"$11,660.66",88.96%,5,2.48,93.73%,18,243.30%,2.433%,8.73,1.77%,96.078%,4,1582.739,0.4013,8.90,$197.15,1,0,0,Medium,Low,High,Low
529,"$6,218.44",92.83%,4,3.27,61.26%,3,243.42%,2.434%,8.15,4.76%,92.795%,7,4070.334,0.3732,8.46,$139.62,1,1,1,Medium,Low,High,Medium
736,"$17,886.68",80.42%,0,4.22,71.40%,23,243.73%,2.437%,2.41,4.19%,81.841%,4,3765.432,0.2726,5.95,$327.06,1,1,1,Medium,Medium,Medium,Medium
499,"$6,100.46",92.82%,3,1.93,68.61%,23,243.74%,2.437%,7.12,4.35%,85.347%,6,1993.563,0.2226,7.24,$215.33,1,0,1,Medium,High,Low,Medium
310,"$16,651.98",84.32%,4,4.38,61.52%,18,243.88%,2.439%,4.64,8.86%,80.987%,6,4874.227,0.4789,1.07,$217.66,0,1,1,Medium,Medium,High,High
384,"$17,084.73",84.89%,2,2.05,90.00%,4,243.88%,2.439%,3.99,4.37%,89.145%,9,1306.026,0.1618,1.09,$268.16,0,0,0,Medium,Low,Low,Medium
174,"$18,773.59",91.27%,5,2.19,80.67%,7,243.91%,2.439%,5.06,8.46%,82.791%,5,2521.273,0.1307,5.28,$344.38,0,0,0,Medium,Low,Low,High
611,"$19,572.99",92.78%,5,5.00,85.09%,19,243.99%,2.440%,3.32,8.59%,98.738%,4,3424.192,0.4664,8.31,$451.97,1,1,0,Medium,Low,High,High
528,"$15,595.58",93.87%,2,4.71,72.43%,8,244.08%,2.441%,3.65,1.56%,92.648%,5,3874.887,0.4010,3.57,$484.97,1,1,1,Medium,Medium,High,Low
712,"$11,464.78",95.20%,3,0.68,62.79%,5,244.73%,2.447%,3.30,7.27%,94.838%,8,1579.070,0.4761,2.18,$258.83,1,0,1,Medium,Medium,High,High
952,"$19,069.48",88.99%,3,2.68,79.31%,17,245.05%,2.451%,3.30,3.20%,93.509%,1,1568.820,0.4868,5.36,$303.37,1,0,1,Medium,High,High,Medium
433,"$10,089.58",86.74%,1,2.75,77.59%,4,245.15%,2.451%,8.23,8.92%,95.187%,4,3382.487,0.1355,8.71,$227.73,0,0,1,Medium,High,Low,High
826,"$5,374.57",97.03%,5,4.94,82.82%,3,245.23%,2.452%,8.51,3.72%,80.309%,9,2220.516,0.2311,3.60,$239.50,1,1,0,Medium,Medium,Medium,Medium
455,"$18,746.31",81.41%,2,4.38,98.37%,7,245.83%,2.458%,3.09,8.33%,94.798%,3,3940.570,0.2414,4.86,$253.26,1,1,0,Medium,High,Medium,High
783,"$17,872.66",84.77%,3,0.80,85.07%,19,245.92%,2.459%,3.79,9.84%,86.119%,6,4454.973,0.3918,2.30,$390.92,1,0,0,Medium,Medium,High,High
858,"$12,251.11",83.94%,4,4.34,72.16%,13,246.04%,2.460%,7.29,1.95%,98.975%,6,3448.307,0.2343,1.13,$355.25,1,1,1,Medium,High,Medium,Low
336,"$16,775.96",92.50%,2,2.64,80.93%,21,246.07%,2.461%,3.51,2.37%,83.671%,0,2374.709,0.2968,3.66,$405.98,1,0,0,Medium,High,Medium,Low
848,"$10,232.48",95.15%,1,4.95,85.94%,21,246.21%,2.462%,7.98,7.88%,96.406%,4,4104.226,0.2649,4.33,$461.32,1,1,0,Medium,Low,Medium,High
960,"$19,060.82",82.13%,0,4.51,90.35%,1,246.49%,2.465%,5.10,0.29%,92.819%,2,3392.385,0.4964,6.56,$396.19,1,1,0,Medium,High,High,Low
870,"$15,142.66",86.42%,3,1.05,67.19%,3,246.54%,2.465%,7.47,3.53%,88.319%,1,2782.825,0.3248,6.90,$412.76,1,0,1,Medium,High,Medium,Medium
322,"$18,049.54",86.03%,5,3.60,72.18%,22,246.90%,2.469%,3.72,0.37%,91.812%,2,4657.087,0.3225,4.64,$214.73,1,1,1,Medium,High,Medium,Low
611,"$13,746.95",87.47%,3,1.90,75.22%,13,247.23%,2.472%,9.95,4.04%,83.060%,9,1423.104,0.4382,2.73,$358.10,1,0,1,Medium,Low,High,Medium
698,"$7,209.13",98.12%,4,2.80,94.58%,0,247.28%,2.473%,7.53,0.67%,85.020%,8,3622.372,0.4727,8.76,$360.28,0,0,0,Medium,Medium,High,Low
195,"$13,153.07",81.93%,1,1.79,90.14%,21,247.32%,2.473%,4.32,6.96%,96.142%,5,3181.217,0.4449,1.43,$168.86,1,0,0,Medium,Medium,High,High
638,"$13,233.64",89.81%,2,3.57,60.01%,19,247.60%,2.476%,4.46,5.25%,94.954%,9,3193.989,0.4579,4.91,$427.57,1,1,1,Medium,Low,High,Medium
762,"$10,660.45",92.19%,1,3.69,81.50%,0,247.67%,2.477%,7.20,0.87%,94.367%,1,2701.259,0.1189,4.17,$378.29,1,1,0,Medium,Medium,Low,Low
980,"$14,515.46",89.84%,4,2.31,94.10%,17,247.68%,2.477%,7.82,5.26%,84.835%,9,4689.766,0.4417,2.31,$136.22,1,0,0,Medium,High,High,Medium
697,"$8,612.06",87.47%,0,1.35,65.74%,3,248.09%,2.481%,3.61,1.17%,83.358%,5,4194.707,0.4133,9.04,$435.86,0,0,1,Medium,High,High,Low
904,"$18,638.79",81.34%,4,4.81,74.76%,13,248.70%,2.487%,3.43,7.76%,80.740%,6,3368.995,0.3586,9.58,$410.82,1,1,1,Medium,Medium,Medium,High
794,"$15,232.88",87.81%,5,1.75,93.48%,6,248.81%,2.488%,9.05,0.21%,84.860%,2,2021.412,0.1247,6.85,$408.62,0,0,0,Medium,High,Low,Low
388,"$14,872.40",97.63%,2,3.44,63.87%,1,248.85%,2.489%,4.73,7.95%,80.187%,9,3324.378,0.1847,1.91,$414.18,1,1,1,Medium,High,Low,High
546,"$9,654.63",88.98%,1,1.25,62.10%,4,249.13%,2.491%,4.75,8.61%,81.351%,4,3949.912,0.2983,5.61,$192.09,1,0,1,Medium,Low,Medium,High
153,"$10,575.86",87.13%,0,3.54,92.24%,15,249.50%,2.495%,7.25,1.73%,86.232%,9,3654.077,0.4157,1.77,$344.21,1,1,0,Medium,Medium,High,Low
839,"$16,719.83",80.28%,5,2.78,92.89%,6,249.53%,2.495%,4.37,6.71%,88.845%,8,4710.633,0.2447,3.23,$494.36,1,0,0,Medium,Low,Medium,High
602,"$7,088.68",81.66%,0,4.44,92.19%,18,249.75%,2.497%,9.93,8.22%,87.267%,0,4316.088,0.1196,7.16,$360.34,1,1,0,Medium,High,Low,High
126,"$14,891.34",95.17%,5,1.66,70.95%,2,249.78%,2.498%,6.77,9.26%,85.447%,8,1646.356,0.2760,1.85,$148.23,1,0,1,Medium,Medium,Medium,High
803,"$10,105.81",83.33%,0,1.73,72.98%,1,249.82%,2.498%,4.00,9.00%,84.794%,1,3469.095,0.1775,4.67,$213.56,1,0,1,Medium,Low,Low,High
883,"$18,725.02",85.50%,2,1.28,70.86%,17,250.03%,2.500%,2.51,3.16%,96.120%,8,1703.506,0.2462,8.00,$495.97,1,0,1,Medium,High,Medium,Medium
792,"$6,274.49",83.79%,2,3.01,66.51%,12,250.70%,2.507%,2.71,9.00%,82.312%,0,1525.105,0.4565,2.35,$182.00,1,1,1,Medium,High,High,High
668,"$16,229.68",81.87%,3,4.53,78.74%,22,250.86%,2.509%,2.04,7.03%,95.251%,0,2582.360,0.4037,6.70,$282.32,1,1,1,Medium,High,High,High
536,"$19,560.15",91.25%,2,1.17,65.50%,6,251.52%,2.515%,4.95,3.85%,96.001%,8,3005.128,0.4516,3.86,$297.55,1,0,1,Medium,Medium,High,Medium
971,"$9,559.20",88.22%,1,3.14,89.91%,10,251.53%,2.515%,6.64,8.15%,82.447%,8,1674.842,0.4777,4.55,$278.89,1,1,0,Medium,Medium,High,High
791,"$11,275.01",98.57%,1,1.68,62.87%,21,251.53%,2.515%,9.70,0.22%,93.454%,7,4714.623,0.3369,5.50,$322.20,1,0,1,Medium,High,Medium,Low
247,"$18,617.58",87.68%,2,3.31,96.94%,2,251.65%,2.517%,5.09,3.17%,90.658%,7,3065.895,0.2168,9.41,$296.86,1,1,0,Medium,High,Low,Medium
693,"$15,615.82",89.71%,5,1.67,91.56%,0,251.65%,2.517%,6.89,1.30%,96.210%,4,1151.484,0.4132,9.09,$309.48,0,0,0,Medium,Low,High,Low
757,"$9,055.90",80.17%,0,1.68,91.43%,15,251.77%,2.518%,7.65,5.06%,93.494%,1,4304.045,0.4618,8.54,$180.01,1,0,0,Medium,Medium,High,Medium
599,"$7,517.22",97.90%,2,1.54,79.57%,2,251.77%,2.518%,4.89,6.12%,97.148%,0,2374.926,0.4697,3.62,$137.48,0,0,1,Medium,High,High,High
708,"$14,313.93",99.33%,4,3.64,90.22%,11,251.91%,2.519%,4.43,5.02%,82.913%,2,4996.962,0.4675,1.94,$291.84,1,1,0,Medium,Medium,High,Medium
848,"$17,749.63",95.49%,5,1.38,76.08%,5,251.91%,2.519%,3.66,6.79%,85.407%,2,3234.123,0.4910,2.32,$253.49,1,0,1,Medium,High,High,High
442,"$8,151.61",98.06%,1,3.25,86.89%,23,252.03%,2.520%,9.24,2.18%,83.064%,1,3668.212,0.2337,2.40,$176.80,1,1,0,Medium,High,Medium,Low
936,"$19,966.24",81.45%,3,2.78,67.91%,15,252.32%,2.523%,3.64,1.46%,81.395%,2,1413.660,0.1523,9.59,$401.08,1,0,1,Medium,Medium,Low,Low
496,"$17,259.58",97.90%,3,1.42,73.97%,5,252.48%,2.525%,7.96,4.44%,95.265%,7,4551.364,0.2009,4.79,$390.00,1,0,1,Medium,High,Low,Medium
130,"$17,493.95",92.53%,1,4.00,79.76%,12,252.65%,2.527%,2.92,3.07%,94.340%,0,1950.843,0.4591,2.40,$103.14,1,1,1,Medium,Medium,High,Medium
128,"$19,600.74",93.58%,2,2.13,72.40%,0,252.76%,2.528%,3.66,1.09%,95.050%,5,1475.943,0.3741,9.48,$366.06,1,0,1,Medium,Low,High,Low
264,"$9,385.75",97.14%,4,2.46,63.68%,18,252.79%,2.528%,6.58,5.59%,96.542%,3,1611.343,0.1930,4.00,$385.89,1,0,1,Medium,Low,Low,Medium
934,"$17,858.46",81.11%,3,1.56,81.81%,15,253.05%,2.531%,7.71,9.43%,98.850%,3,4227.134,0.2146,1.34,$286.34,1,0,0,Medium,Low,Low,High
725,"$9,640.59",85.58%,1,0.67,80.71%,18,253.07%,2.531%,8.41,4.16%,98.891%,2,3874.249,0.4715,8.31,$230.58,1,0,0,Medium,High,High,Medium
549,"$11,715.10",92.26%,1,0.95,65.84%,21,253.21%,2.532%,3.85,0.26%,91.495%,9,2437.098,0.2425,5.39,$424.73,1,0,1,Medium,High,Medium,Low
810,"$17,413.30",98.60%,1,1.47,92.19%,11,253.44%,2.534%,8.47,2.75%,87.267%,4,3235.889,0.3341,5.57,$495.73,1,0,0,Medium,Medium,Medium,Low
875,"$9,490.93",98.82%,4,4.96,90.78%,3,253.50%,2.535%,6.99,6.65%,81.567%,4,1222.636,0.3318,6.84,$340.46,1,1,0,Medium,High,Medium,High
111,"$6,424.48",99.41%,2,2.09,70.71%,18,253.60%,2.536%,6.33,8.89%,93.553%,9,1907.593,0.4240,4.76,$186.38,1,0,1,Medium,High,High,High
455,"$17,187.11",83.64%,0,4.34,82.27%,11,253.66%,2.537%,8.64,1.97%,91.893%,2,2153.226,0.1325,2.31,$126.04,1,1,0,Medium,Low,Low,Low
875,"$7,280.73",81.66%,4,1.65,70.54%,21,253.77%,2.538%,6.85,2.84%,99.389%,3,3216.717,0.1626,2.43,$498.28,1,0,1,Medium,Medium,Low,Low
229,"$5,921.69",86.54%,0,2.53,62.01%,22,253.79%,2.538%,5.73,7.45%,90.161%,5,2055.530,0.3646,3.23,$243.03,1,0,1,Medium,High,Medium,High
264,"$19,490.71",97.34%,4,1.46,73.08%,13,254.15%,2.542%,2.33,5.92%,82.131%,8,4798.733,0.3107,2.31,$258.25,1,0,1,Medium,Low,Medium,Medium
204,"$17,675.59",87.30%,1,1.97,87.95%,22,254.21%,2.542%,4.48,9.52%,96.410%,6,2652.033,0.4882,8.22,$258.08,0,0,0,Medium,Low,High,High
965,"$6,588.11",85.23%,1,0.51,84.63%,22,254.25%,2.543%,2.22,7.18%,93.839%,4,4812.718,0.3059,5.05,$280.41,1,0,0,Medium,Low,Medium,High
823,"$10,822.49",80.27%,4,0.94,87.90%,12,254.94%,2.549%,6.82,6.41%,86.356%,1,3336.989,0.2985,7.59,$152.76,1,0,0,Medium,High,Medium,High
625,"$5,930.55",87.95%,2,4.32,83.38%,15,255.05%,2.551%,3.70,1.35%,93.073%,7,4301.409,0.1801,3.71,$392.25,1,1,0,Medium,High,Low,Low
753,"$19,842.58",83.29%,1,3.02,65.97%,12,255.18%,2.552%,6.27,1.74%,88.339%,1,4025.051,0.1288,2.52,$439.33,1,1,1,Medium,Medium,Low,Low
625,"$5,171.27",87.33%,3,4.94,92.75%,11,255.21%,2.552%,4.40,9.25%,96.867%,0,3782.345,0.2232,2.45,$476.68,1,1,0,Medium,High,Low,High
387,"$19,285.80",90.87%,1,2.07,84.53%,12,255.32%,2.553%,3.74,9.55%,90.244%,9,3358.601,0.2638,2.04,$146.88,1,0,0,Medium,Medium,Medium,High
428,"$10,262.29",98.87%,0,0.79,62.85%,9,255.38%,2.554%,9.45,1.59%,83.599%,1,4157.127,0.1722,9.27,$225.17,1,0,1,Medium,Low,Low,Low
555,"$9,307.07",99.33%,5,3.88,79.92%,18,255.68%,2.557%,5.18,8.13%,97.535%,8,2724.659,0.4484,6.68,$188.86,1,1,1,Medium,Medium,High,High
928,"$10,516.79",99.69%,0,2.32,68.79%,16,255.73%,2.557%,6.24,0.62%,88.108%,6,1457.230,0.3522,5.14,$355.78,1,0,1,Medium,Medium,Medium,Low
666,"$9,817.43",85.37%,2,4.45,91.82%,1,255.86%,2.559%,8.13,1.38%,87.267%,7,4212.745,0.1567,8.47,$230.97,1,1,0,Medium,High,Low,Low
700,"$14,044.14",97.02%,0,2.00,69.62%,1,255.92%,2.559%,9.69,7.16%,95.647%,2,3231.779,0.3778,5.64,$367.06,1,0,1,Medium,Medium,High,High
917,"$10,321.57",94.03%,5,3.39,61.61%,11,256.26%,2.563%,2.30,3.15%,96.859%,3,4593.034,0.1002,3.38,$221.55,1,1,1,Medium,High,Low,Medium
351,"$7,767.14",96.04%,3,2.86,78.40%,2,256.33%,2.563%,8.40,0.37%,93.111%,3,3945.504,0.4527,4.71,$146.29,0,0,1,Medium,High,High,Low
207,"$13,819.87",80.51%,2,2.05,87.31%,18,256.39%,2.564%,2.81,6.39%,96.322%,4,4075.327,0.1685,9.52,$285.38,1,0,0,Medium,Low,Low,High
689,"$10,650.15",80.27%,2,1.28,85.01%,8,256.67%,2.567%,7.33,3.16%,82.933%,4,4886.932,0.3030,1.19,$438.62,0,0,0,Medium,Low,Medium,Medium
755,"$11,227.18",87.63%,4,4.31,99.95%,4,256.80%,2.568%,4.61,4.40%,97.043%,8,2370.189,0.1748,3.11,$100.21,1,1,0,Medium,Medium,Low,Medium
108,"$16,833.99",89.11%,5,0.54,68.35%,13,256.87%,2.569%,7.64,7.36%,97.438%,0,2990.974,0.2733,5.40,$496.80,1,0,1,Medium,High,Medium,High
978,"$15,641.58",90.18%,4,3.75,66.72%,15,257.49%,2.575%,7.12,2.28%,81.893%,6,4119.909,0.2733,2.91,$389.30,1,1,1,Medium,Low,Medium,Low
247,"$9,917.64",95.85%,5,3.98,71.42%,15,257.51%,2.575%,5.89,1.59%,92.262%,1,1526.676,0.3288,4.22,$481.83,0,1,1,Medium,High,Medium,Low
111,"$10,970.08",89.68%,5,4.18,71.07%,9,257.54%,2.575%,9.04,7.61%,84.716%,9,3365.974,0.4304,6.85,$136.85,1,1,1,Medium,Low,High,High
599,"$13,952.78",85.06%,0,2.33,88.24%,23,257.66%,2.577%,7.87,1.77%,86.599%,8,2407.088,0.4110,8.70,$405.47,1,0,0,Medium,Low,High,Low
597,"$17,587.71",84.62%,3,1.38,78.13%,18,257.90%,2.579%,9.81,3.20%,83.216%,2,4274.262,0.2963,7.53,$278.42,1,0,1,Medium,Medium,Medium,Medium
608,"$5,936.47",93.96%,3,3.70,94.90%,13,257.99%,2.580%,7.40,1.66%,82.658%,2,2642.339,0.2561,9.35,$206.28,1,1,0,Medium,Medium,Medium,Low
982,"$5,523.67",92.87%,1,4.03,80.60%,18,258.69%,2.587%,3.43,3.13%,96.626%,4,1980.303,0.1422,2.84,$485.99,1,1,0,Medium,Medium,Low,Medium
643,"$14,379.95",89.65%,0,1.62,73.26%,13,258.80%,2.588%,4.97,3.02%,91.204%,3,4567.534,0.1657,3.41,$440.10,1,0,1,Medium,High,Low,Medium
915,"$5,954.61",84.50%,2,1.54,66.27%,19,259.18%,2.592%,6.06,5.80%,82.341%,8,2589.773,0.4954,7.50,$191.25,1,0,1,Medium,Medium,High,Medium
771,"$10,685.61",82.65%,5,2.24,77.40%,19,259.40%,2.594%,9.95,3.29%,81.304%,6,3174.033,0.1740,1.41,$252.28,1,0,1,Medium,High,Low,Medium
596,"$13,961.44",88.41%,1,0.60,63.17%,3,259.55%,2.595%,9.06,3.26%,80.123%,0,4566.182,0.2184,6.99,$118.45,1,0,1,Medium,High,Low,Medium
955,"$11,700.90",90.13%,2,3.26,69.09%,22,259.55%,2.596%,2.98,5.88%,80.199%,2,4044.526,0.3131,4.51,$140.30,0,1,1,Medium,Medium,Medium,Medium
606,"$14,622.57",86.41%,4,3.93,83.03%,6,260.14%,2.601%,4.06,1.38%,92.120%,5,2000.310,0.1485,2.66,$239.55,1,1,0,Medium,High,Low,Low
569,"$9,286.37",82.41%,5,1.72,81.40%,5,260.16%,2.602%,9.86,2.74%,93.684%,0,3270.672,0.3356,3.87,$476.96,0,0,0,Medium,Medium,Medium,Low
681,"$15,568.32",91.38%,4,2.19,78.08%,21,260.29%,2.603%,6.54,9.75%,88.253%,6,2040.375,0.3543,7.37,$442.76,1,0,1,Medium,Medium,Medium,High
677,"$10,622.37",94.63%,1,3.46,71.60%,0,260.37%,2.604%,6.37,4.52%,99.953%,3,2390.212,0.3764,9.15,$146.97,1,1,1,Medium,Medium,High,Medium
913,"$13,126.41",80.18%,4,3.55,92.72%,1,260.38%,2.604%,6.72,8.48%,90.635%,9,2200.811,0.3516,7.53,$249.99,1,1,0,Medium,Medium,Medium,High
202,"$12,589.37",94.84%,5,3.69,88.95%,22,260.43%,2.604%,9.10,3.87%,88.346%,2,1012.842,0.3341,9.94,$366.68,1,1,0,Medium,High,Medium,Medium
191,"$15,350.70",84.67%,0,4.15,98.77%,16,260.62%,2.606%,3.33,2.61%,80.119%,7,3539.995,0.4578,7.79,$429.17,0,1,0,Medium,Low,High,Low
795,"$12,788.37",93.16%,2,2.75,61.16%,20,260.64%,2.606%,7.57,5.81%,81.173%,5,4732.320,0.4686,9.17,$247.74,1,0,1,Medium,Low,High,Medium
880,"$15,593.69",88.94%,1,3.88,72.35%,3,260.68%,2.607%,3.76,6.65%,93.453%,4,2548.902,0.2029,5.19,$427.59,1,1,1,Medium,High,Low,High
131,"$15,419.61",86.17%,0,3.91,74.49%,18,260.88%,2.609%,5.85,2.88%,90.406%,5,4933.990,0.3441,2.22,$252.33,1,1,1,Medium,High,Medium,Low
305,"$8,244.99",94.11%,5,4.76,72.11%,17,260.91%,2.609%,8.55,0.20%,92.602%,9,2877.918,0.2514,7.89,$499.98,1,1,1,Medium,Low,Medium,Low
613,"$12,505.39",93.24%,0,3.92,72.76%,11,261.27%,2.613%,5.55,4.79%,98.656%,0,3935.323,0.4657,4.90,$323.50,1,1,1,Medium,Low,High,Medium
858,"$15,740.75",89.48%,1,4.60,94.87%,0,261.28%,2.613%,3.23,9.72%,84.252%,4,4972.683,0.1576,4.42,$480.92,1,1,0,Medium,Medium,Low,High
213,"$13,360.06",93.86%,2,1.75,73.94%,16,261.34%,2.613%,7.78,5.10%,97.087%,5,2124.844,0.3349,4.75,$291.11,1,0,1,Medium,High,Medium,Medium
281,"$8,179.91",99.05%,0,3.11,62.48%,7,261.50%,2.615%,7.68,4.02%,83.507%,7,2959.533,0.4420,6.20,$482.53,1,1,1,Medium,Low,High,Medium
844,"$6,348.15",90.89%,3,1.30,99.49%,8,261.53%,2.615%,2.78,0.58%,96.700%,4,2089.564,0.4503,3.65,$244.99,1,0,0,Medium,Low,High,Low
612,"$19,612.92",87.37%,5,2.41,95.57%,3,261.78%,2.618%,6.58,7.51%,83.855%,3,2629.441,0.3950,9.52,$334.34,0,0,0,Medium,High,High,High
100,"$17,215.80",80.75%,2,0.84,88.78%,7,261.82%,2.618%,9.63,4.13%,88.346%,0,3527.283,0.2063,7.86,$338.29,0,0,0,Medium,Medium,Low,Medium
256,"$11,872.80",83.36%,2,0.83,96.76%,2,261.88%,2.619%,8.26,7.09%,84.699%,9,3099.152,0.2838,5.96,$401.14,0,0,0,Medium,Low,Medium,High
786,"$7,233.32",82.63%,2,1.84,72.50%,16,262.04%,2.620%,5.81,7.95%,93.455%,5,4368.271,0.1695,5.23,$160.73,1,0,1,Medium,Low,Low,High
513,"$19,077.95",89.66%,2,2.42,65.11%,19,262.34%,2.623%,8.63,1.10%,87.418%,1,3085.498,0.3613,6.97,$442.43,1,0,1,Medium,High,Medium,Low
706,"$11,724.79",82.14%,5,3.00,85.13%,23,262.40%,2.624%,7.91,6.46%,97.169%,8,2494.722,0.1058,7.74,$340.14,1,0,0,Medium,Medium,Low,High
212,"$11,437.24",89.90%,0,3.46,98.17%,13,262.64%,2.626%,2.17,8.79%,88.449%,5,2848.386,0.3369,4.77,$393.73,1,1,0,Medium,High,Medium,High
500,"$6,035.11",96.05%,0,4.75,81.53%,14,262.77%,2.628%,2.02,8.11%,90.018%,3,1256.853,0.1758,3.94,$126.85,1,1,0,Medium,Low,Low,High
101,"$7,489.32",87.42%,3,4.04,76.76%,16,262.91%,2.629%,6.07,2.93%,91.936%,6,3913.242,0.1420,1.82,$441.68,1,1,1,Medium,Medium,Low,Low
415,"$13,823.03",84.18%,5,1.13,78.75%,0,263.26%,2.633%,4.19,9.93%,84.814%,9,1348.047,0.4840,4.04,$239.26,0,0,1,Medium,Low,High,High
711,"$14,351.09",91.29%,0,3.75,78.51%,11,263.38%,2.634%,3.06,5.76%,83.248%,9,1357.624,0.3429,3.93,$371.51,1,1,1,Medium,Medium,Medium,Medium
221,"$12,587.79",92.02%,2,2.43,97.51%,0,263.40%,2.634%,5.93,3.30%,85.316%,6,3023.892,0.3171,5.97,$364.64,0,0,0,Medium,High,Medium,Medium
